,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
38,"Sat, Mar 5, 2016",10:30p,Atlanta Hawks,107,Los Angeles Clippers,97,Box Score,,19236,STAPLES Center,
39,"Sun, Mar 6, 2016",3:30p,Golden State Warriors,95,Los Angeles Lakers,112,Box Score,,18997,STAPLES Center,
40,"Sun, Mar 6, 2016",3:30p,Oklahoma City Thunder,104,Milwaukee Bucks,96,Box Score,,16565,BMO Harris Bradley Center,
41,"Sun, Mar 6, 2016",4:00p,Phoenix Suns,109,Memphis Grizzlies,100,Box Score,,17291,FedEx Forum,
42,"Sun, Mar 6, 2016",5:00p,Dallas Mavericks,114,Denver Nuggets,116,Box Score,OT,14802,Pepsi Center,
43,"Sun, Mar 6, 2016",6:00p,Portland Trail Blazers,103,Detroit Pistons,123,Box Score,,18386,The Palace of Auburn Hills,
44,"Sun, Mar 6, 2016",6:00p,Philadelphia 76ers,98,Miami Heat,103,Box Score,,19820,AmericanAirlines Arena,
45,"Sun, Mar 6, 2016",6:30p,Houston Rockets,113,Toronto Raptors,107,Box Score,,19800,Air Canada Centre,
46,"Mon, Mar 7, 2016",7:00p,Minnesota Timberwolves,103,Charlotte Hornets,108,Box Score,,15912,Time Warner Cable Arena,
47,"Mon, Mar 7, 2016",7:00p,Memphis Grizzlies,106,Cleveland Cavaliers,103,Box Score,,20562,Quicken Loans Arena,
48,"Mon, Mar 7, 2016",7:00p,San Antonio Spurs,91,Indiana Pacers,99,Box Score,,16742,Bankers Life Fieldhouse,
49,"Mon, Mar 7, 2016",8:00p,Milwaukee Bucks,90,Chicago Bulls,100,Box Score,,21672,United Center,
50,"Mon, Mar 7, 2016",8:00p,Sacramento Kings,112,New Orleans Pelicans,115,Box Score,,16403,Smoothie King Center,
51,"Mon, Mar 7, 2016",8:30p,Los Angeles Clippers,109,Dallas Mavericks,90,Box Score,,20002,American Airlines Center,
52,"Mon, Mar 7, 2016",10:30p,Orlando Magic,113,Golden State Warriors,119,Box Score,,19596,Oracle Arena,
53,"Tue, Mar 8, 2016",7:30p,Brooklyn Nets,99,Toronto Raptors,104,Box Score,,19800,Air Canada Centre,
54,"Tue, Mar 8, 2016",8:00p,San Antonio Spurs,116,Minnesota Timberwolves,91,Box Score,,14093,Target Center,
55,"Tue, Mar 8, 2016",9:00p,New York Knicks,94,Denver Nuggets,110,Box Score,,13305,Pepsi Center,
56,"Tue, Mar 8, 2016",9:00p,Atlanta Hawks,91,Utah Jazz,84,Box Score,,19282,Vivint Smart Home Arena,
57,"Tue, Mar 8, 2016",10:00p,Washington Wizards,109,Portland Trail Blazers,116,Box Score,OT,19393,Moda Center,
58,"Tue, Mar 8, 2016",10:30p,Orlando Magic,98,Los Angeles Lakers,107,Box Score,,18997,STAPLES Center,
59,"Wed, Mar 9, 2016",7:00p,Memphis Grizzlies,96,Boston Celtics,116,Box Score,,17790,TD Garden,
60,"Wed, Mar 9, 2016",7:00p,New Orleans Pelicans,113,Charlotte Hornets,122,Box Score,,16335,Time Warner Cable Arena,
61,"Wed, Mar 9, 2016",7:00p,Houston Rockets,118,Philadelphia 76ers,104,Box Score,,15237,Wells Fargo Center,
62,"Wed, Mar 9, 2016",8:00p,Miami Heat,108,Milwaukee Bucks,114,Box Score,,15005,BMO Harris Bradley Center,
63,"Wed, Mar 9, 2016",8:30p,Detroit Pistons,102,Dallas Mavericks,96,Box Score,,20249,American Airlines Center,
64,"Wed, Mar 9, 2016",9:00p,New York Knicks,128,Phoenix Suns,97,Box Score,,17105,Talking Stick Resort Arena,
65,"Wed, Mar 9, 2016",9:30p,Los Angeles Clippers,108,Oklahoma City Thunder,120,Box Score,,18203,Chesapeake Energy Arena,
66,"Wed, Mar 9, 2016",10:00p,Cleveland Cavaliers,120,Sacramento Kings,111,Box Score,,17317,Sleep Train Arena,
67,"Wed, Mar 9, 2016",10:30p,Utah Jazz,94,Golden State Warriors,115,Box Score,,19596,Oracle Arena,
68,"Thu, Mar 10, 2016",7:30p,Atlanta Hawks,96,Toronto Raptors,104,Box Score,,19800,Air Canada Centre,
69,"Thu, Mar 10, 2016",8:00p,Chicago Bulls,101,San Antonio Spurs,109,Box Score,,18418,AT&T Center,
70,"Thu, Mar 10, 2016",9:00p,Phoenix Suns,98,Denver Nuggets,116,Box Score,,11582,Pepsi Center,
71,"Thu, Mar 10, 2016",10:30p,Cleveland Cavaliers,120,Los Angeles Lakers,108,Box Score,,18997,STAPLES Center,
72,"Fri, Mar 11, 2016",7:00p,Detroit Pistons,103,Charlotte Hornets,118,Box Score,,18189,Time Warner Cable Arena,
73,"Fri, Mar 11, 2016",7:00p,Brooklyn Nets,89,Philadelphia 76ers,95,Box Score,,14128,Wells Fargo Center,
74,"Fri, Mar 11, 2016",7:30p,Houston Rockets,102,Boston Celtics,98,Box Score,,18624,TD Garden,
75,"Fri, Mar 11, 2016",8:00p,Miami Heat,118,Chicago Bulls,96,Box Score,,22067,United Center,
76,"Fri, Mar 11, 2016",8:00p,New Orleans Pelicans,114,Memphis Grizzlies,121,Box Score,OT,18119,FedEx Forum,
77,"Fri, Mar 11, 2016",8:00p,Minnesota Timberwolves,99,Oklahoma City Thunder,96,Box Score,,18203,Chesapeake Energy Arena,
78,"Fri, Mar 11, 2016",9:00p,Washington Wizards,93,Utah Jazz,114,Box Score,,19911,Vivint Smart Home Arena,
79,"Fri, Mar 11, 2016",10:00p,Orlando Magic,107,Sacramento Kings,100,Box Score,,17081,Sleep Train Arena,
80,"Fri, Mar 11, 2016",10:30p,Portland Trail Blazers,112,Golden State Warriors,128,Box Score,,19596,Oracle Arena,
81,"Fri, Mar 11, 2016",10:30p,New York Knicks,94,Los Angeles Clippers,101,Box Score,,19175,STAPLES Center,
82,"Sat, Mar 12, 2016",2:00p,Indiana Pacers,112,Dallas Mavericks,105,Box Score,,20459,American Airlines Center,
83,"Sat, Mar 12, 2016",7:00p,Houston Rockets,109,Charlotte Hornets,125,Box Score,,19303,Time Warner Cable Arena,
84,"Sat, Mar 12, 2016",7:00p,Detroit Pistons,125,Philadelphia 76ers,111,Box Score,,16087,Wells Fargo Center,
85,"Sat, Mar 12, 2016",7:00p,Miami Heat,104,Toronto Raptors,112,Box Score,OT,19800,Air Canada Centre,
86,"Sat, Mar 12, 2016",7:30p,Memphis Grizzlies,83,Atlanta Hawks,95,Box Score,,17515,Philips Arena,
87,"Sat, Mar 12, 2016",7:30p,New Orleans Pelicans,92,Milwaukee Bucks,103,Box Score,,16518,BMO Harris Bradley Center,
88,"Sat, Mar 12, 2016",8:30p,Oklahoma City Thunder,85,San Antonio Spurs,93,Box Score,,18418,AT&T Center,
89,"Sat, Mar 12, 2016",9:30p,Washington Wizards,100,Denver Nuggets,116,Box Score,,13213,Pepsi Center,
90,"Sat, Mar 12, 2016",10:30p,Phoenix Suns,116,Golden State Warriors,123,Box Score,,19596,Oracle Arena,
91,"Sat, Mar 12, 2016",10:30p,Orlando Magic,84,Portland Trail Blazers,121,Box Score,,19452,Moda Center,
92,"Sun, Mar 13, 2016",3:30p,Cleveland Cavaliers,114,Los Angeles Clippers,90,Box Score,,19342,STAPLES Center,
93,"Sun, Mar 13, 2016",6:00p,Indiana Pacers,75,Atlanta Hawks,104,Box Score,,17066,Philips Arena,
94,"Sun, Mar 13, 2016",6:00p,Utah Jazz,108,Sacramento Kings,99,Box Score,,17023,Sleep Train Arena,
95,"Sun, Mar 13, 2016",8:00p,Milwaukee Bucks,109,Brooklyn Nets,100,Box Score,,15241,Barclays Center,
96,"Sun, Mar 13, 2016",9:30p,New York Knicks,90,Los Angeles Lakers,87,Box Score,,18997,STAPLES Center,
97,"Mon, Mar 14, 2016",7:00p,Dallas Mavericks,107,Charlotte Hornets,96,Box Score,,15686,Time Warner Cable Arena,
98,"Mon, Mar 14, 2016",7:30p,Denver Nuggets,119,Miami Heat,124,Box Score,,19744,AmericanAirlines Arena,
99,"Mon, Mar 14, 2016",7:30p,Chicago Bulls,109,Toronto Raptors,107,Box Score,,19800,Air Canada Centre,
100,"Mon, Mar 14, 2016",8:00p,Memphis Grizzlies,81,Houston Rockets,130,Box Score,,18226,Toyota Center,
101,"Mon, Mar 14, 2016",8:00p,Portland Trail Blazers,94,Oklahoma City Thunder,128,Box Score,,18203,Chesapeake Energy Arena,
102,"Mon, Mar 14, 2016",8:00p,Detroit Pistons,81,Washington Wizards,124,Box Score,,18042,Verizon Center,
103,"Mon, Mar 14, 2016",10:00p,Minnesota Timberwolves,104,Phoenix Suns,107,Box Score,,17480,Talking Stick Resort Arena,
104,"Mon, Mar 14, 2016",10:30p,New Orleans Pelicans,107,Golden State Warriors,125,Box Score,,19596,Oracle Arena,
105,"Mon, Mar 14, 2016",10:30p,Cleveland Cavaliers,85,Utah Jazz,94,Box Score,,19911,Vivint Smart Home Arena,
106,"Tue, Mar 15, 2016",7:00p,Boston Celtics,98,Indiana Pacers,103,Box Score,,17118,Bankers Life Fieldhouse,
107,"Tue, Mar 15, 2016",7:00p,Denver Nuggets,110,Orlando Magic,116,Box Score,,16988,Amway Center,
108,"Tue, Mar 15, 2016",7:30p,Philadelphia 76ers,114,Brooklyn Nets,131,Box Score,,14560,Barclays Center,
109,"Tue, Mar 15, 2016",8:00p,Toronto Raptors,107,Milwaukee Bucks,89,Box Score,,13522,BMO Harris Bradley Center,
110,"Tue, Mar 15, 2016",8:30p,Los Angeles Clippers,87,San Antonio Spurs,108,Box Score,,18418,AT&T Center,
111,"Tue, Mar 15, 2016",10:30p,Sacramento Kings,106,Los Angeles Lakers,98,Box Score,,18997,STAPLES Center,
112,"Wed, Mar 16, 2016",7:00p,Oklahoma City Thunder,130,Boston Celtics,109,Box Score,,18624,TD Garden,
113,"Wed, Mar 16, 2016",7:00p,Orlando Magic,99,Charlotte Hornets,107,Box Score,,16148,Time Warner Cable Arena,
114,"Wed, Mar 16, 2016",7:00p,Dallas Mavericks,98,Cleveland Cavaliers,99,Box Score,,20562,Quicken Loans Arena,
115,"Wed, Mar 16, 2016",7:00p,Chicago Bulls,96,Washington Wizards,117,Box Score,,19556,Verizon Center,
116,"Wed, Mar 16, 2016",7:30p,Atlanta Hawks,118,Detroit Pistons,114,Box Score,,14121,The Palace of Auburn Hills,
117,"Wed, Mar 16, 2016",8:00p,Minnesota Timberwolves,114,Memphis Grizzlies,108,Box Score,,16588,FedEx Forum,
118,"Wed, Mar 16, 2016",9:30p,Los Angeles Clippers,122,Houston Rockets,106,Box Score,,18304,Toyota Center,
119,"Wed, Mar 16, 2016",10:00p,New Orleans Pelicans,123,Sacramento Kings,108,Box Score,,17086,Sleep Train Arena,
120,"Wed, Mar 16, 2016",10:30p,New York Knicks,85,Golden State Warriors,121,Box Score,,19596,Oracle Arena,
121,"Thu, Mar 17, 2016",7:00p,Toronto Raptors,101,Indiana Pacers,94,Box Score,OT,15104,Bankers Life Fieldhouse,
122,"Thu, Mar 17, 2016",7:00p,Washington Wizards,99,Philadelphia 76ers,94,Box Score,,10521,Wells Fargo Center,
123,"Thu, Mar 17, 2016",7:30p,Charlotte Hornets,109,Miami Heat,106,Box Score,,19848,AmericanAirlines Arena,
124,"Thu, Mar 17, 2016",8:00p,Denver Nuggets,98,Atlanta Hawks,116,Box Score,,14383,Philips Arena,
125,"Thu, Mar 17, 2016",8:00p,Brooklyn Nets,102,Chicago Bulls,118,Box Score,,21513,United Center,
126,"Thu, Mar 17, 2016",8:00p,Memphis Grizzlies,86,Milwaukee Bucks,96,Box Score,,11740,BMO Harris Bradley Center,
127,"Thu, Mar 17, 2016",8:30p,Portland Trail Blazers,110,San Antonio Spurs,118,Box Score,,18418,AT&T Center,
128,"Thu, Mar 17, 2016",9:00p,Phoenix Suns,69,Utah Jazz,103,Box Score,,18784,Vivint Smart Home Arena,
129,"Fri, Mar 18, 2016",7:00p,Cleveland Cavaliers,109,Orlando Magic,103,Box Score,,18046,Amway Center,
130,"Fri, Mar 18, 2016",7:00p,Oklahoma City Thunder,111,Philadelphia 76ers,97,Box Score,,20388,Wells Fargo Center,
131,"Fri, Mar 18, 2016",7:30p,Sacramento Kings,108,Detroit Pistons,115,Box Score,,15982,The Palace of Auburn Hills,
132,"Fri, Mar 18, 2016",7:30p,Boston Celtics,91,Toronto Raptors,105,Box Score,,19800,Air Canada Centre,
133,"Fri, Mar 18, 2016",8:00p,Minnesota Timberwolves,111,Houston Rockets,116,Box Score,,18142,Toyota Center,
134,"Fri, Mar 18, 2016",8:00p,Portland Trail Blazers,117,New Orleans Pelicans,112,Box Score,,17263,Smoothie King Center,
135,"Fri, Mar 18, 2016",8:30p,Golden State Warriors,130,Dallas Mavericks,112,Box Score,,20515,American Airlines Center,
136,"Fri, Mar 18, 2016",10:30p,Phoenix Suns,95,Los Angeles Lakers,90,Box Score,,18997,STAPLES Center,
137,"Sat, Mar 19, 2016",6:00p,Denver Nuggets,101,Charlotte Hornets,93,Box Score,,19271,Time Warner Cable Arena,
138,"Sat, Mar 19, 2016",7:00p,Brooklyn Nets,103,Detroit Pistons,115,Box Score,,17559,The Palace of Auburn Hills,
139,"Sat, Mar 19, 2016",7:00p,Oklahoma City Thunder,115,Indiana Pacers,111,Box Score,,18165,Bankers Life Fieldhouse,
140,"Sat, Mar 19, 2016",7:00p,New York Knicks,89,Washington Wizards,99,Box Score,,20356,Verizon Center,
141,"Sat, Mar 19, 2016",7:30p,Houston Rockets,97,Atlanta Hawks,109,Box Score,,18067,Philips Arena,
142,"Sat, Mar 19, 2016",7:30p,Cleveland Cavaliers,101,Miami Heat,122,Box Score,,19737,AmericanAirlines Arena,
143,"Sat, Mar 19, 2016",8:00p,Utah Jazz,85,Chicago Bulls,92,Box Score,,21856,United Center,
144,"Sat, Mar 19, 2016",8:00p,Los Angeles Clippers,102,Memphis Grizzlies,113,Box Score,,18119,FedEx Forum,
145,"Sat, Mar 19, 2016",8:30p,Golden State Warriors,79,San Antonio Spurs,87,Box Score,,18825,AT&T Center,
146,"Sun, Mar 20, 2016",4:00p,Portland Trail Blazers,120,Dallas Mavericks,132,Box Score,OT,20351,American Airlines Center,
147,"Sun, Mar 20, 2016",4:30p,Orlando Magic,100,Toronto Raptors,105,Box Score,,19800,Air Canada Centre,
148,"Sun, Mar 20, 2016",6:00p,Los Angeles Clippers,105,New Orleans Pelicans,109,Box Score,,17407,Smoothie King Center,
149,"Sun, Mar 20, 2016",6:00p,Boston Celtics,120,Philadelphia 76ers,105,Box Score,,15103,Wells Fargo Center,
150,"Sun, Mar 20, 2016",7:00p,Utah Jazz,94,Milwaukee Bucks,85,Box Score,,14124,BMO Harris Bradley Center,
151,"Sun, Mar 20, 2016",7:30p,Sacramento Kings,88,New York Knicks,80,Box Score,,19812,Madison Square Garden (IV),
152,"Mon, Mar 21, 2016",7:00p,San Antonio Spurs,88,Charlotte Hornets,91,Box Score,,18260,Time Warner Cable Arena,
153,"Mon, Mar 21, 2016",7:00p,Denver Nuggets,91,Cleveland Cavaliers,124,Box Score,,20562,Quicken Loans Arena,
154,"Mon, Mar 21, 2016",7:00p,Philadelphia 76ers,75,Indiana Pacers,91,Box Score,,16155,Bankers Life Fieldhouse,
155,"Mon, Mar 21, 2016",7:30p,Orlando Magic,96,Boston Celtics,107,Box Score,,18624,TD Garden,
156,"Mon, Mar 21, 2016",7:30p,Milwaukee Bucks,91,Detroit Pistons,92,Box Score,,13577,The Palace of Auburn Hills,
157,"Mon, Mar 21, 2016",8:00p,Washington Wizards,117,Atlanta Hawks,102,Box Score,,15729,Philips Arena,
158,"Mon, Mar 21, 2016",8:00p,Sacramento Kings,102,Chicago Bulls,109,Box Score,,21531,United Center,
159,"Mon, Mar 21, 2016",8:00p,Golden State Warriors,109,Minnesota Timberwolves,104,Box Score,,19452,Target Center,
160,"Mon, Mar 21, 2016",10:00p,Memphis Grizzlies,103,Phoenix Suns,97,Box Score,,15868,Talking Stick Resort Arena,
161,"Tue, Mar 22, 2016",7:30p,Charlotte Hornets,105,Brooklyn Nets,100,Box Score,,15739,Barclays Center,
162,"Tue, Mar 22, 2016",8:00p,Miami Heat,113,New Orleans Pelicans,99,Box Score,,16867,Smoothie King Center,
163,"Tue, Mar 22, 2016",8:00p,Houston Rockets,107,Oklahoma City Thunder,111,Box Score,,18203,Chesapeake Energy Arena,
164,"Tue, Mar 22, 2016",10:30p,Memphis Grizzlies,100,Los Angeles Lakers,107,Box Score,,18997,STAPLES Center,
165,"Wed, Mar 23, 2016",7:00p,Milwaukee Bucks,104,Cleveland Cavaliers,113,Box Score,,20562,Quicken Loans Arena,
166,"Wed, Mar 23, 2016",7:00p,Atlanta Hawks,122,Washington Wizards,101,Box Score,,18807,Verizon Center,
167,"Wed, Mar 23, 2016",7:30p,Toronto Raptors,79,Boston Celtics,91,Box Score,,18624,TD Garden,
168,"Wed, Mar 23, 2016",7:30p,Orlando Magic,102,Detroit Pistons,118,Box Score,,16609,The Palace of Auburn Hills,
169,"Wed, Mar 23, 2016",8:00p,New York Knicks,115,Chicago Bulls,107,Box Score,,21788,United Center,
170,"Wed, Mar 23, 2016",8:00p,Utah Jazz,89,Houston Rockets,87,Box Score,,18151,Toyota Center,
171,"Wed, Mar 23, 2016",8:00p,Sacramento Kings,104,Minnesota Timberwolves,113,Box Score,,12151,Target Center,
172,"Wed, Mar 23, 2016",8:30p,Miami Heat,88,San Antonio Spurs,112,Box Score,,18418,AT&T Center,
173,"Wed, Mar 23, 2016",9:00p,Philadelphia 76ers,103,Denver Nuggets,104,Box Score,,10684,Pepsi Center,
174,"Wed, Mar 23, 2016",10:00p,Los Angeles Lakers,107,Phoenix Suns,119,Box Score,,18191,Talking Stick Resort Arena,
175,"Wed, Mar 23, 2016",10:00p,Dallas Mavericks,103,Portland Trail Blazers,109,Box Score,,19819,Moda Center,
176,"Wed, Mar 23, 2016",10:30p,Los Angeles Clippers,98,Golden State Warriors,114,Box Score,,19596,Oracle Arena,
177,"Thu, Mar 24, 2016",7:00p,New Orleans Pelicans,84,Indiana Pacers,92,Box Score,,17517,Bankers Life Fieldhouse,
178,"Thu, Mar 24, 2016",7:30p,Cleveland Cavaliers,95,Brooklyn Nets,104,Box Score,,17732,Barclays Center,
179,"Thu, Mar 24, 2016",7:30p,Chicago Bulls,94,New York Knicks,106,Box Score,,19812,Madison Square Garden (IV),
180,"Thu, Mar 24, 2016",8:00p,Utah Jazz,91,Oklahoma City Thunder,113,Box Score,,18203,Chesapeake Energy Arena,
181,"Thu, Mar 24, 2016",10:30p,Portland Trail Blazers,94,Los Angeles Clippers,96,Box Score,,19359,STAPLES Center,
182,"Fri, Mar 25, 2016",7:00p,Minnesota Timberwolves,132,Washington Wizards,129,Box Score,2OT,20356,Verizon Center,
183,"Fri, Mar 25, 2016",7:30p,Charlotte Hornets,105,Detroit Pistons,112,Box Score,,17209,The Palace of Auburn Hills,
184,"Fri, Mar 25, 2016",8:00p,Milwaukee Bucks,90,Atlanta Hawks,101,Box Score,,17070,Philips Arena,
185,"Fri, Mar 25, 2016",8:00p,Toronto Raptors,109,Houston Rockets,112,Box Score,,18230,Toyota Center,
186,"Fri, Mar 25, 2016",8:00p,Orlando Magic,97,Miami Heat,108,Box Score,,19918,AmericanAirlines Arena,
187,"Fri, Mar 25, 2016",8:30p,Memphis Grizzlies,104,San Antonio Spurs,110,Box Score,,18418,AT&T Center,
188,"Fri, Mar 25, 2016",10:00p,Phoenix Suns,94,Sacramento Kings,116,Box Score,,17317,Sleep Train Arena,
189,"Fri, Mar 25, 2016",10:30p,Dallas Mavericks,120,Golden State Warriors,128,Box Score,,19596,Oracle Arena,
190,"Fri, Mar 25, 2016",10:30p,Denver Nuggets,116,Los Angeles Lakers,105,Box Score,,18997,STAPLES Center,
191,"Sat, Mar 26, 2016",6:00p,Indiana Pacers,110,Brooklyn Nets,120,Box Score,,16625,Barclays Center,
192,"Sat, Mar 26, 2016",7:00p,Toronto Raptors,115,New Orleans Pelicans,91,Box Score,,17009,Smoothie King Center,
193,"Sat, Mar 26, 2016",7:00p,Chicago Bulls,89,Orlando Magic,111,Box Score,,18846,Amway Center,
194,"Sat, Mar 26, 2016",7:30p,Atlanta Hawks,112,Detroit Pistons,95,Box Score,,17857,The Palace of Auburn Hills,
195,"Sat, Mar 26, 2016",7:30p,Cleveland Cavaliers,107,New York Knicks,93,Box Score,,19812,Madison Square Garden (IV),
196,"Sat, Mar 26, 2016",8:00p,Utah Jazz,93,Minnesota Timberwolves,84,Box Score,,14694,Target Center,
197,"Sat, Mar 26, 2016",8:00p,San Antonio Spurs,92,Oklahoma City Thunder,111,Box Score,,18203,Chesapeake Energy Arena,
198,"Sat, Mar 26, 2016",8:30p,Charlotte Hornets,115,Milwaukee Bucks,91,Box Score,,15544,BMO Harris Bradley Center,
199,"Sat, Mar 26, 2016",10:00p,Boston Celtics,102,Phoenix Suns,99,Box Score,,18055,Talking Stick Resort Arena,
200,"Sat, Mar 26, 2016",10:00p,Philadelphia 76ers,105,Portland Trail Blazers,108,Box Score,,19506,Moda Center,
201,"Sun, Mar 27, 2016",3:30p,Denver Nuggets,90,Los Angeles Clippers,105,Box Score,,19060,STAPLES Center,
202,"Sun, Mar 27, 2016",6:00p,Houston Rockets,101,Indiana Pacers,104,Box Score,,17165,Bankers Life Fieldhouse,
203,"Sun, Mar 27, 2016",6:00p,Dallas Mavericks,111,Sacramento Kings,133,Box Score,,17147,Sleep Train Arena,
204,"Sun, Mar 27, 2016",8:00p,Philadelphia 76ers,105,Golden State Warriors,117,Box Score,,19596,Oracle Arena,
205,"Sun, Mar 27, 2016",9:30p,Washington Wizards,101,Los Angeles Lakers,88,Box Score,,18997,STAPLES Center,
206,"Mon, Mar 28, 2016",7:30p,Brooklyn Nets,99,Miami Heat,110,Box Score,,20003,AmericanAirlines Arena,
207,"Mon, Mar 28, 2016",7:30p,Oklahoma City Thunder,119,Toronto Raptors,100,Box Score,,19800,Air Canada Centre,
208,"Mon, Mar 28, 2016",8:00p,Atlanta Hawks,102,Chicago Bulls,100,Box Score,,21761,United Center,
209,"Mon, Mar 28, 2016",8:00p,San Antonio Spurs,101,Memphis Grizzlies,87,Box Score,,17133,FedEx Forum,
210,"Mon, Mar 28, 2016",8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,Box Score,,11141,Target Center,
211,"Mon, Mar 28, 2016",8:00p,New York Knicks,91,New Orleans Pelicans,99,Box Score,,17000,Smoothie King Center,
212,"Mon, Mar 28, 2016",9:00p,Dallas Mavericks,97,Denver Nuggets,88,Box Score,,14844,Pepsi Center,
213,"Mon, Mar 28, 2016",9:00p,Los Angeles Lakers,75,Utah Jazz,123,Box Score,,19911,Vivint Smart Home Arena,
214,"Mon, Mar 28, 2016",10:00p,Sacramento Kings,93,Portland Trail Blazers,105,Box Score,,19393,Moda Center,
215,"Mon, Mar 28, 2016",10:30p,Boston Celtics,90,Los Angeles Clippers,114,Box Score,,19258,STAPLES Center,
216,"Tue, Mar 29, 2016",7:00p,Chicago Bulls,98,Indiana Pacers,96,Box Score,,17050,Bankers Life Fieldhouse,
217,"Tue, Mar 29, 2016",7:00p,Brooklyn Nets,105,Orlando Magic,139,Box Score,,17536,Amway Center,
218,"Tue, Mar 29, 2016",7:00p,Charlotte Hornets,100,Philadelphia 76ers,85,Box Score,,14486,Wells Fargo Center,
219,"Tue, Mar 29, 2016",7:30p,Oklahoma City Thunder,82,Detroit Pistons,88,Box Score,,18201,The Palace of Auburn Hills,
220,"Tue, Mar 29, 2016",8:00p,Houston Rockets,106,Cleveland Cavaliers,100,Box Score,,20562,Quicken Loans Arena,
221,"Tue, Mar 29, 2016",10:30p,Washington Wizards,94,Golden State Warriors,102,Box Score,,19596,Oracle Arena,
222,"Wed, Mar 30, 2016",7:30p,Atlanta Hawks,97,Toronto Raptors,105,Box Score,,19800,Air Canada Centre,
223,"Wed, Mar 30, 2016",8:00p,Denver Nuggets,109,Memphis Grizzlies,105,Box Score,,16401,FedEx Forum,
224,"Wed, Mar 30, 2016",8:00p,Phoenix Suns,94,Milwaukee Bucks,105,Box Score,,15733,BMO Harris Bradley Center,
225,"Wed, Mar 30, 2016",8:00p,Los Angeles Clippers,99,Minnesota Timberwolves,79,Box Score,,12252,Target Center,
226,"Wed, Mar 30, 2016",8:30p,New York Knicks,89,Dallas Mavericks,91,Box Score,,20435,American Airlines Center,
227,"Wed, Mar 30, 2016",8:30p,New Orleans Pelicans,92,San Antonio Spurs,100,Box Score,,18418,AT&T Center,
228,"Wed, Mar 30, 2016",9:00p,Golden State Warriors,103,Utah Jazz,96,Box Score,OT,19911,Vivint Smart Home Arena,
229,"Wed, Mar 30, 2016",10:00p,Washington Wizards,111,Sacramento Kings,120,Box Score,,17185,Sleep Train Arena,
230,"Wed, Mar 30, 2016",10:30p,Miami Heat,100,Los Angeles Lakers,102,Box Score,OT,18997,STAPLES Center,
231,"Thu, Mar 31, 2016",7:00p,Brooklyn Nets,87,Cleveland Cavaliers,107,Box Score,,20562,Quicken Loans Arena,
232,"Thu, Mar 31, 2016",7:00p,Chicago Bulls,103,Houston Rockets,100,Box Score,,18244,Toyota Center,
233,"Thu, Mar 31, 2016",7:00p,Orlando Magic,114,Indiana Pacers,94,Box Score,,17234,Bankers Life Fieldhouse,
234,"Thu, Mar 31, 2016",8:00p,Denver Nuggets,95,New Orleans Pelicans,101,Box Score,,16269,Smoothie King Center,
235,"Thu, Mar 31, 2016",9:30p,Los Angeles Clippers,117,Oklahoma City Thunder,119,Box Score,,18203,Chesapeake Energy Arena,
236,"Thu, Mar 31, 2016",10:00p,Boston Celtics,109,Portland Trail Blazers,116,Box Score,,19393,Moda Center,
0,"Fri, Apr 1, 2016",7:00p,Philadelphia 76ers,91,Charlotte Hornets,100,Box Score,,19244,Time Warner Cable Arena,
1,"Fri, Apr 1, 2016",7:30p,Dallas Mavericks,98,Detroit Pistons,89,Box Score,,19031,The Palace of Auburn Hills,
2,"Fri, Apr 1, 2016",7:30p,Brooklyn Nets,91,New York Knicks,105,Box Score,,19812,Madison Square Garden (IV),
3,"Fri, Apr 1, 2016",8:00p,Cleveland Cavaliers,110,Atlanta Hawks,108,Box Score,OT,19427,Philips Arena,
4,"Fri, Apr 1, 2016",8:00p,Toronto Raptors,99,Memphis Grizzlies,95,Box Score,,17077,FedEx Forum,
5,"Fri, Apr 1, 2016",8:00p,Orlando Magic,110,Milwaukee Bucks,113,Box Score,,16268,BMO Harris Bradley Center,
6,"Fri, Apr 1, 2016",9:00p,Minnesota Timberwolves,85,Utah Jazz,98,Box Score,,19911,Vivint Smart Home Arena,
7,"Fri, Apr 1, 2016",10:00p,Miami Heat,112,Sacramento Kings,106,Box Score,,17317,Sleep Train Arena,
8,"Fri, Apr 1, 2016",10:30p,Boston Celtics,109,Golden State Warriors,106,Box Score,,19596,Oracle Arena,
9,"Fri, Apr 1, 2016",10:30p,Washington Wizards,106,Phoenix Suns,99,Box Score,,17345,Talking Stick Resort Arena,
10,"Sat, Apr 2, 2016",7:30p,Indiana Pacers,115,Philadelphia 76ers,102,Box Score,,19213,Wells Fargo Center,
11,"Sat, Apr 2, 2016",8:00p,Detroit Pistons,94,Chicago Bulls,90,Box Score,,22197,United Center,
12,"Sat, Apr 2, 2016",8:30p,Toronto Raptors,95,San Antonio Spurs,102,Box Score,,18418,AT&T Center,
13,"Sat, Apr 2, 2016",9:00p,Sacramento Kings,115,Denver Nuggets,106,Box Score,,15607,Pepsi Center,
14,"Sat, Apr 2, 2016",10:00p,Miami Heat,93,Portland Trail Blazers,110,Box Score,,19633,Moda Center,
15,"Sun, Apr 3, 2016",1:00p,New Orleans Pelicans,106,Brooklyn Nets,87,Box Score,,16329,Barclays Center,
